Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
80,GTD,Harry Tincknell,164,01:50.8,32:56.8,Green,Track,26.165,51.748,32.852
92,GTD,David Brule,165,01:59.7,33:05.4,Green,Track,27.878,53.191,38.636
75,GTD,Luca Stolz,171,01:46.6,33:07.7,Green,Track,25.227,49.661,31.685
78,GTD,Marco Mapelli,170,01:47.9,33:13.6,Green,Track,25.306,50.602,31.946
70,GTD,Marvin Kirchhofer,171,01:47.1,33:29.4,Green,Track,25.433,50.067,31.61
57,GTD,Russell Ward,171,01:47.4,33:35.9,Green,Track,25.48,50.077,31.857
12,GTD,Parker Thompson,171,01:49.7,33:39.4,Green,Track,26.038,51.662,32.031
93,GTD,Danny Formal,171,01:48.3,33:53.4,Green,Track,25.312,50.231,32.751
91,GTD,Alan Metni,169,01:52.2,33:53.6,Green,Track,26.738,52.123,33.296
16,GTD,Dennis Olsen,169,01:49.8,33:53.6,Green,Track,25.536,51.128,33.18
21,GTD,Luis Perez Companc,170,01:49.0,33:54.6,Green,Track,25.873,50.836,32.307
66,GTD,Katherine Legge,171,01:47.8,33:55.8,Green,Track,25.284,50.427,32.06
023,GTD,Andrea Bertolini,169,01:48.9,34:00.5,Green,Track,25.521,51.079,32.337
19,GTD,Raffaele Giammaria,168,01:48.5,34:01.7,Green,Track,25.506,50.622,32.372
42,GTD,Alessio Deledda,142,01:49.9,34:17.8,Green,Track,25.926,51.304,32.691
77,GTD,Kevin Estre,168,01:48.9,34:21.9,Green,Track,25.469,51.067,32.391
44,GTD,John Potter,171,01:48.6,34:24.1,Green,Track,26.06,50.391,32.173
1,GTD,Bryan Sellers,171,01:48.4,34:25.0,Green,Track,25.81,50.559,32.061
96,GTD,Jens Klingmann,145,01:48.5,34:38.3,Green,Track,25.754,50.83,31.911
32,GTD,Maximilian Goetz,172,01:47.6,34:40.2,Green,Track,25.626,50.204,31.728
27,GTD,Marco Sorensen,172,01:47.0,34:43.5,Green,Track,25.377,50.008,31.634
80,GTD,Harry Tincknell,165,01:51.0,34:47.8,Green,Track,26.366,51.915,32.734
75,GTD,Luca Stolz,172,01:47.4,34:55.1,Green,Track,25.619,50.077,31.67
92,GTD,David Brule,166,01:54.9,35:00.3,Green,Track,27.626,53.693,33.602
78,GTD,Marco Mapelli,171,01:48.3,35:01.8,Green,Track,25.738,50.619,31.901
70,GTD,Marvin Kirchhofer,172,01:47.3,35:16.8,Green,Track,25.469,50.045,31.816
57,GTD,Russell Ward,172,01:49.8,35:25.7,Green,Track,25.899,50.672,33.25
12,GTD,Parker Thompson,172,01:48.6,35:27.9,Green,Track,26.087,50.571,31.898
93,GTD,Danny Formal,172,01:47.3,35:40.7,Green,Track,25.164,50.335,31.758
16,GTD,Dennis Olsen,170,01:49.5,35:43.1,Green,Track,25.79,51.047,32.622
66,GTD,Katherine Legge,172,01:48.9,35:44.7,Green,Track,25.664,51.073,32.117
21,GTD,Luis Perez Companc,171,01:50.7,35:45.3,Green,Track,26.421,51.889,32.427
91,GTD,Alan Metni,170,01:52.9,35:46.5,Green,Track,26.924,52.546,33.435
023,GTD,Andrea Bertolini,170,01:49.2,35:49.8,Green,Track,25.389,51.067,32.792
19,GTD,Raffaele Giammaria,169,01:48.3,35:50.0,Green,Track,25.418,50.55,32.367
42,GTD,Alessio Deledda,143,01:49.6,36:07.4,Green,Track,26.002,51.113,32.529
77,GTD,Kevin Estre,169,01:49.7,36:11.6,Green,Track,25.598,51.27,32.85
44,GTD,John Potter,172,01:49.7,36:13.8,Green,Track,26.612,51.171,31.9
1,GTD,Bryan Sellers,172,01:50.2,36:15.1,Green,Track,27.025,51.067,32.073
96,GTD,Jens Klingmann,146,01:48.3,36:26.6,Green,Track,25.645,50.756,31.918
32,GTD,Maximilian Goetz,173,01:47.4,36:27.5,Green,Track,25.483,50.171,31.724
27,GTD,Marco Sorensen,173,01:46.8,36:30.3,Green,Track,25.534,49.864,31.411
80,GTD,Harry Tincknell,166,01:49.5,36:37.3,Green,Track,25.614,51.293,32.614
75,GTD,Luca Stolz,173,01:46.9,36:42.0,Green,Track,25.595,49.703,31.608
78,GTD,Marco Mapelli,172,01:48.1,36:49.9,Green,Track,25.657,50.504,31.917
92,GTD,David Brule,167,01:54.5,36:54.8,Green,Track,27.718,53.235,33.56
70,GTD,Marvin Kirchhofer,173,01:48.1,37:04.8,Green,Track,26.177,50.237,31.667
57,GTD,Russell Ward,173,01:49.0,37:14.7,Green,Track,26.35,50.744,31.947
12,GTD,Parker Thompson,173,01:48.1,37:16.0,Green,Track,25.878,50.395,31.789
93,GTD,Danny Formal,173,01:47.5,37:28.2,Green,Track,25.406,50.31,31.824
16,GTD,Dennis Olsen,171,01:49.1,37:32.2,Green,Track,25.399,51.111,32.615
66,GTD,Katherine Legge,173,01:47.9,37:32.6,Green,Track,25.25,50.662,32.033
21,GTD,Luis Perez Companc,172,01:50.0,37:35.3,Green,Track,26.591,51.132,32.288
91,GTD,Alan Metni,171,01:51.7,37:38.1,Green,Track,26.372,52.213,33.091
023,GTD,Andrea Bertolini,171,01:49.1,37:38.9,Green,Track,25.767,50.974,32.357
19,GTD,Raffaele Giammaria,170,01:49.8,37:39.8,Green,Track,25.949,50.94,32.881
42,GTD,Alessio Deledda,144,01:50.3,37:57.7,Green,Track,26.497,51.193,32.577
77,GTD,Kevin Estre,170,01:49.3,38:00.9,Green,Track,25.587,51.184,32.481
44,GTD,John Potter,173,01:47.8,38:01.6,Green,Track,25.563,50.281,31.922
1,GTD,Bryan Sellers,173,01:48.6,38:03.8,Green,Track,25.714,50.882,32.031
96,GTD,Jens Klingmann,147,01:48.6,38:15.2,Green,Track,25.75,50.835,31.969
32,GTD,Maximilian Goetz,174,01:48.3,38:15.8,Green,Track,26.171,50.299,31.8
27,GTD,Marco Sorensen,174,01:47.0,38:17.3,Green,Track,25.702,49.877,31.406
80,GTD,Harry Tincknell,167,01:49.6,38:26.9,Green,Track,25.57,51.372,32.622
75,GTD,Luca Stolz,174,01:47.7,38:29.7,Green,Track,25.635,49.981,32.092
78,GTD,Marco Mapelli,173,01:48.0,38:37.9,Green,Track,25.331,50.628,32.061
92,GTD,David Brule,168,01:55.1,38:49.9,Green,Track,27.241,52.829,35.042
70,GTD,Marvin Kirchhofer,174,01:47.5,38:52.4,Green,Track,25.601,50.339,31.587
57,GTD,Russell Ward,174,01:48.3,39:03.0,Green,Track,25.951,50.353,31.956
12,GTD,Parker Thompson,174,01:47.9,39:03.9,Green,Track,25.679,50.521,31.735
93,GTD,Danny Formal,174,01:47.4,39:15.7,Green,Track,25.362,50.276,31.806
66,GTD,Katherine Legge,174,01:48.7,39:21.3,Green,Track,26.06,50.371,32.305
16,GTD,Dennis Olsen,172,01:50.0,39:22.3,Green,Track,25.873,51.127,33.043
21,GTD,Luis Perez Companc,173,01:49.6,39:24.9,Green,Track,26.141,51.247,32.212
91,GTD,Alan Metni,172,01:51.8,39:29.9,Green,Track,26.384,52.039,33.36
19,GTD,Raffaele Giammaria,171,01:50.4,39:30.2,Green,Track,25.59,51.785,32.981
023,GTD,Andrea Bertolini,172,01:51.8,39:30.7,Green,Track,25.953,52.272,33.561
42,GTD,Alessio Deledda,145,01:48.9,39:46.6,Green,Track,25.758,50.826,32.315
77,GTD,Kevin Estre,171,01:49.0,39:49.9,Green,Track,25.69,50.994,32.315
44,GTD,John Potter,174,01:48.4,39:49.9,Green,Track,25.943,50.438,31.989
1,GTD,Bryan Sellers,174,01:49.0,39:52.8,Green,Track,25.6,50.802,32.604
32,GTD,Maximilian Goetz,175,01:47.4,40:03.2,Green,Track,25.632,50.127,31.667
96,GTD,Jens Klingmann,148,01:48.8,40:04.0,Green,Track,25.88,50.871,32.02
27,GTD,Marco Sorensen,175,01:47.0,40:04.3,Green,Track,25.457,50.172,31.397
80,GTD,Harry Tincknell,168,01:49.9,40:16.8,Green,Track,25.701,51.705,32.504
75,GTD,Luca Stolz,175,01:47.6,40:17.3,Green,Track,25.684,50.185,31.775
78,GTD,Marco Mapelli,174,01:47.8,40:25.8,Green,Track,25.4,50.6,31.847
70,GTD,Marvin Kirchhofer,175,01:47.9,40:40.2,Green,Track,25.78,50.442,31.662
92,GTD,David Brule,169,01:55.5,40:45.4,Green,Track,27.927,53.928,33.664
57,GTD,Russell Ward,175,01:47.9,40:50.9,Green,Track,25.556,50.341,31.976
12,GTD,Parker Thompson,175,01:47.9,40:51.8,Green,Track,25.743,50.454,31.681
93,GTD,Danny Formal,175,01:47.8,41:03.5,Green,Track,25.528,50.388,31.903
66,GTD,Katherine Legge,175,01:49.1,41:10.5,Green,Track,25.913,50.718,32.506
16,GTD,Dennis Olsen,173,01:49.2,41:11.5,Green,Track,25.679,51.073,32.494
21,GTD,Luis Perez Companc,174,01:49.4,41:14.3,Green,Track,26.004,51.178,32.175
19,GTD,Raffaele Giammaria,172,01:49.4,41:19.6,Green,Track,26.243,50.671,32.522
023,GTD,Andrea Bertolini,173,01:50.1,41:20.8,Green,Track,26.24,51.381,32.52
91,GTD,Alan Metni,173,01:53.4,41:23.3,Green,Track,27.228,52.805,33.349
42,GTD,Alessio Deledda,146,01:49.1,41:35.7,Green,Track,25.749,50.96,32.41
44,GTD,John Potter,175,01:50.7,41:40.6,Green,Track,26.929,51.682,32.068
77,GTD,Kevin Estre,172,01:51.5,41:41.4,Green,Track,26.948,52.071,32.496
1,GTD,Bryan Sellers,175,01:48.8,41:41.6,Green,Track,25.71,50.913,32.182
32,GTD,Maximilian Goetz,176,01:46.6,41:49.8,Green,Track,25.279,49.889,31.395
27,GTD,Marco Sorensen,176,01:47.8,41:52.2,Green,Track,25.673,50.561,31.611
96,GTD,Jens Klingmann,149,01:49.2,41:53.1,Green,Track,25.774,50.975,32.431
75,GTD,Luca Stolz,176,01:48.3,42:05.7,Green,Track,26.103,50.443,31.782
80,GTD,Harry Tincknell,169,01:50.2,42:07.0,Green,Track,25.904,51.521,32.777
78,GTD,Marco Mapelli,175,01:48.0,42:13.8,Green,Track,25.371,50.697,31.947
70,GTD,Marvin Kirchhofer,176,01:48.1,42:28.3,Green,Track,26.111,50.313,31.672
92,GTD,David Brule,170,01:53.4,42:38.8,Green,Track,26.728,53.09,33.592
57,GTD,Russell Ward,176,01:48.2,42:39.1,Green,Track,25.601,50.53,32.061
12,GTD,Parker Thompson,176,01:48.7,42:40.5,Green,Track,25.791,50.96,31.932
93,GTD,Danny Formal,176,01:48.2,42:51.7,Green,Track,25.418,50.461,32.311
66,GTD,Katherine Legge,176,01:47.9,42:58.4,Green,Track,25.496,50.49,31.941
16,GTD,Dennis Olsen,174,01:49.9,43:01.4,Green,Track,26.118,51.239,32.513
21,GTD,Luis Perez Companc,175,01:49.2,43:03.5,Green,Track,25.843,51.064,32.296
19,GTD,Raffaele Giammaria,173,01:49.1,43:08.7,Green,Track,25.723,50.945,32.459
023,GTD,Andrea Bertolini,174,01:49.8,43:10.6,Green,Track,25.93,51.371,32.481
91,GTD,Alan Metni,174,01:51.5,43:14.8,Green,Track,26.078,51.996,33.392
42,GTD,Alessio Deledda,147,01:49.6,43:25.4,Green,Track,25.915,51.125,32.582
44,GTD,John Potter,176,01:48.4,43:29.0,Green,Track,25.851,50.461,32.086
1,GTD,Bryan Sellers,176,01:48.9,43:30.5,Green,Track,25.854,50.838,32.203
77,GTD,Kevin Estre,173,01:50.3,43:31.7,Green,Track,26.435,51.424,32.454
32,GTD,Maximilian Goetz,177,01:47.4,43:37.2,Green,Track,25.575,50.191,31.656
27,GTD,Marco Sorensen,177,01:46.9,43:39.1,Green,Track,25.451,50.08,31.4
96,GTD,Jens Klingmann,150,01:48.8,43:41.9,Green,Track,25.968,50.899,31.897
75,GTD,Luca Stolz,177,01:47.1,43:52.8,Green,Track,25.567,49.994,31.563
80,GTD,Harry Tincknell,170,01:49.5,43:56.5,Green,Track,25.657,51.393,32.463
78,GTD,Marco Mapelli,176,01:48.4,44:02.2,Green,Track,25.574,50.84,32.026
70,GTD,Marvin Kirchhofer,177,01:47.4,44:15.7,Green,Track,25.609,50.189,31.6
57,GTD,Russell Ward,177,01:48.7,44:27.8,Green,Track,26.193,50.534,32.02
12,GTD,Parker Thompson,177,01:51.0,44:31.5,Green,Track,26.418,52.422,32.161
92,GTD,David Brule,171,01:55.5,44:34.3,Green,Track,27.673,53.911,33.867
93,GTD,Danny Formal,177,01:47.4,44:39.1,Green,Track,25.297,50.342,31.793
66,GTD,Katherine Legge,177,01:47.7,44:46.1,Green,Track,25.476,50.29,31.978
16,GTD,Dennis Olsen,175,01:49.6,44:51.0,Green,Track,25.663,51.149,32.796
21,GTD,Luis Perez Companc,176,01:49.8,44:53.3,Green,Track,26.077,51.228,32.535
19,GTD,Raffaele Giammaria,174,01:48.9,44:57.6,Green,Track,25.569,50.841,32.468
023,GTD,Andrea Bertolini,175,01:50.8,45:01.4,Green,Track,25.694,51.401,33.668
91,GTD,Alan Metni,175,01:51.5,45:06.3,Green,Track,26.266,52.261,32.956
42,GTD,Alessio Deledda,148,01:49.6,45:14.9,Green,Track,25.939,51.175,32.439
44,GTD,John Potter,177,01:48.5,45:17.5,Green,Track,25.869,50.631,31.979
1,GTD,Bryan Sellers,177,01:48.5,45:18.9,Green,Track,25.603,50.839,32.019
77,GTD,Kevin Estre,174,01:49.4,45:21.1,Green,Track,25.935,51.075,32.367
32,GTD,Maximilian Goetz,178,01:47.2,45:24.4,Green,Track,25.678,50.038,31.468
27,GTD,Marco Sorensen,178,01:46.9,45:26.0,Green,Track,25.387,50.072,31.464
96,GTD,Jens Klingmann,151,01:49.1,45:31.0,Green,Track,26.153,50.949,31.983
75,GTD,Luca Stolz,178,01:47.2,45:40.0,Green,Track,25.439,50.046,31.703
80,GTD,Harry Tincknell,171,01:50.3,45:46.8,Green,Track,25.883,51.851,32.598
78,GTD,Marco Mapelli,177,01:48.5,45:50.8,Green,Track,25.622,50.83,32.088
70,GTD,Marvin Kirchhofer,178,01:48.3,46:04.0,Green,Track,25.689,50.622,31.955
57,GTD,Russell Ward,178,01:48.2,46:16.0,Green,Track,25.71,50.49,32.036
12,GTD,Parker Thompson,178,01:48.7,46:20.1,Green,Track,26.219,50.651,31.789
93,GTD,Danny Formal,178,01:47.7,46:26.8,Green,Track,25.545,50.389,31.79
92,GTD,David Brule,172,01:55.4,46:29.7,Green,Track,27.826,53.518,34.074
66,GTD,Katherine Legge,178,01:48.1,46:34.3,Green,Track,25.486,50.44,32.201
16,GTD,Dennis Olsen,176,01:49.5,46:40.5,Green,Track,25.562,51.308,32.666
21,GTD,Luis Perez Companc,177,01:49.2,46:42.5,Green,Track,25.813,50.994,32.394
19,GTD,Raffaele Giammaria,175,01:48.5,46:46.1,Green,Track,25.554,50.588,32.32
023,GTD,Andrea Bertolini,176,01:50.1,46:51.5,Green,Track,26.047,51.465,32.625
91,GTD,Alan Metni,176,01:51.2,46:57.5,Green,Track,26.136,51.887,33.225
42,GTD,Alessio Deledda,149,01:49.7,47:04.6,Green,Track,25.88,51.334,32.485
44,GTD,John Potter,178,01:48.8,47:06.3,Green,Track,25.977,50.697,32.145
1,GTD,Bryan Sellers,178,01:48.9,47:07.8,Green,Track,25.808,51.002,32.07
77,GTD,Kevin Estre,175,01:50.3,47:11.4,Green,Track,26.383,51.441,32.443
32,GTD,Maximilian Goetz,179,01:47.0,47:11.4,Green,Track,25.534,50.022,31.475
27,GTD,Marco Sorensen,179,01:46.9,47:12.9,Green,Track,25.509,50.052,31.342
75,GTD,Luca Stolz,179,01:47.5,47:27.5,Green,Track,25.713,50.066,31.766
80,GTD,Harry Tincknell,172,01:50.0,47:36.8,Green,Track,26.057,51.459,32.512
78,GTD,Marco Mapelli,178,01:49.1,47:39.8,Green,Track,25.539,50.773,32.751
70,GTD,Marvin Kirchhofer,179,01:47.5,47:51.5,Green,Track,25.708,50.221,31.523
57,GTD,Russell Ward,179,01:48.0,48:04.0,Green,Track,25.736,50.364,31.856
12,GTD,Parker Thompson,179,01:47.6,48:07.7,Green,Track,25.593,50.334,31.683
93,GTD,Danny Formal,179,01:47.5,48:14.3,Green,Track,25.421,50.291,31.767
96,GTD,Jens Klingmann,152,02:44.2,48:15.2,Green,Pit,25.819,51.033,87.383
66,GTD,Katherine Legge,179,01:48.3,48:22.6,Green,Track,25.81,50.257,32.226
92,GTD,David Brule,173,01:53.2,48:22.9,Green,Track,26.835,53.042,33.37
16,GTD,Dennis Olsen,177,01:50.5,48:31.0,Green,Track,25.612,52.243,32.657
21,GTD,Luis Perez Companc,178,01:50.0,48:32.6,Green,Track,26.426,51.281,32.332
19,GTD,Raffaele Giammaria,176,01:48.5,48:34.6,Green,Track,25.472,50.782,32.266
023,GTD,Andrea Bertolini,177,01:49.4,48:40.9,Green,Track,25.836,51.292,32.301
91,GTD,Alan Metni,177,01:51.8,48:49.3,Green,Track,26.479,52.154,33.206
42,GTD,Alessio Deledda,150,01:49.4,48:54.0,Green,Track,25.834,51.173,32.379
44,GTD,John Potter,179,01:48.5,48:54.8,Green,Track,25.954,50.517,31.986
1,GTD,Bryan Sellers,179,01:48.7,48:56.5,Green,Track,25.69,50.857,32.11
32,GTD,Maximilian Goetz,180,01:47.2,48:58.6,Green,Track,25.739,49.952,31.507
27,GTD,Marco Sorensen,180,01:47.3,49:00.3,Green,Track,25.462,50.149,31.723
77,GTD,Kevin Estre,176,01:50.3,49:01.7,Green,Track,26.089,51.431,32.798
75,GTD,Luca Stolz,180,01:46.9,49:14.4,Green,Track,25.414,49.926,31.579
80,GTD,Harry Tincknell,173,01:49.9,49:26.7,Green,Track,25.827,51.642,32.382
78,GTD,Marco Mapelli,179,01:49.5,49:29.4,Green,Track,25.835,51.438,32.258
70,GTD,Marvin Kirchhofer,180,01:48.4,49:39.9,Green,Track,26.422,50.151,31.83
57,GTD,Russell Ward,180,01:48.3,49:52.2,Green,Track,25.731,50.512,32.013
12,GTD,Parker Thompson,180,01:47.6,49:55.4,Green,Track,25.501,50.444,31.67
93,GTD,Danny Formal,180,01:47.6,50:01.9,Green,Track,25.62,50.222,31.74
66,GTD,Katherine Legge,180,01:48.2,50:10.8,Green,Track,25.651,50.574,32.018
92,GTD,David Brule,174,01:54.5,50:17.4,Green,Track,27.805,52.944,33.732
16,GTD,Dennis Olsen,178,01:49.8,50:20.9,Green,Track,25.775,51.289,32.773
21,GTD,Luis Perez Companc,179,01:50.2,50:22.8,Green,Track,26.044,51.935,32.27
19,GTD,Raffaele Giammaria,177,01:48.6,50:23.2,Green,Track,25.383,50.912,32.335
023,GTD,Andrea Bertolini,178,01:51.0,50:32.0,Green,Track,26.366,52.316,32.335
96,GTD,Michael Dinan,153,02:19.9,50:35.1,Green,Track,51.421,54.506,34.004
91,GTD,Alan Metni,178,01:51.0,50:40.3,Green,Track,26.128,51.939,32.936
42,GTD,Alessio Deledda,151,01:49.5,50:43.5,Green,Track,26.232,50.883,32.392
44,GTD,John Potter,180,01:48.8,50:43.5,Green,Track,25.959,50.821,31.994
1,GTD,Bryan Sellers,180,01:49.6,50:46.1,Green,Track,25.961,51.304,32.356
32,GTD,Maximilian Goetz,181,01:47.5,50:46.1,Green,Track,25.763,50.154,31.55
27,GTD,Marco Sorensen,181,01:47.2,50:47.5,Green,Track,25.497,50.094,31.597
77,GTD,Kevin Estre,177,01:50.7,50:52.4,Green,Track,26.319,51.591,32.775
75,GTD,Luca Stolz,181,01:48.0,51:02.5,Green,Track,25.707,49.975,32.327
80,GTD,Harry Tincknell,174,01:50.1,51:16.7,Green,Track,25.941,51.462,32.651
78,GTD,Marco Mapelli,180,01:48.5,51:17.9,Green,Track,25.532,50.939,32.06
70,GTD,Marvin Kirchhofer,181,01:48.7,51:28.5,Green,Track,26.518,50.294,31.867
57,GTD,Russell Ward,181,01:48.5,51:40.8,Green,Track,26.418,50.227,31.879
12,GTD,Parker Thompson,181,01:47.6,51:43.0,Green,Track,25.581,50.303,31.749
93,GTD,Danny Formal,181,01:47.3,51:49.1,Green,Track,25.323,50.2,31.742
66,GTD,Katherine Legge,181,01:48.7,51:59.5,Green,Track,25.802,50.508,32.378
16,GTD,Dennis Olsen,179,01:50.2,52:11.0,Green,Track,25.814,51.541,32.797
92,GTD,David Brule,175,01:54.6,52:12.0,Green,Track,27.241,53.975,33.378
19,GTD,Raffaele Giammaria,178,01:49.8,52:13.0,Green,Track,25.8,51.477,32.506
21,GTD,Luis Perez Companc,180,01:50.7,52:13.5,Green,Track,26.108,51.527,33.049
023,GTD,Andrea Bertolini,179,01:49.6,52:21.6,Green,Track,25.894,51.293,32.422
96,GTD,Michael Dinan,154,01:50.9,52:26.1,Green,Track,26.435,51.604,32.891
91,GTD,Alan Metni,179,01:51.2,52:31.5,Green,Track,26.293,51.767,33.092
44,GTD,John Potter,181,01:49.0,52:32.5,Green,Track,26.125,50.735,32.146
42,GTD,Alessio Deledda,152,01:51.2,52:34.7,Green,Track,26.516,51.459,33.22
32,GTD,Maximilian Goetz,182,01:49.2,52:35.3,Green,Track,26.189,50.362,32.668
27,GTD,Marco Sorensen,182,01:47.9,52:35.3,Green,Track,25.851,50.466,31.555
1,GTD,Bryan Sellers,181,01:50.7,52:36.8,Green,Track,27.077,51.141,32.505
77,GTD,Kevin Estre,178,01:49.2,52:41.5,Green,Track,25.491,51.14,32.546
75,GTD,Luca Stolz,182,01:48.5,52:51.0,Green,Track,25.659,51.129,31.742
80,GTD,Harry Tincknell,175,01:49.7,53:06.4,Green,Track,25.733,51.491,32.478
78,GTD,Marco Mapelli,181,01:48.7,53:06.6,Green,Track,25.592,50.867,32.215
70,GTD,Marvin Kirchhofer,182,01:47.9,53:16.5,Green,Track,25.857,50.312,31.747
57,GTD,Russell Ward,182,01:48.0,53:28.8,Green,Track,25.636,50.442,31.933
12,GTD,Parker Thompson,182,01:47.8,53:30.8,Green,Track,25.648,50.404,31.753
93,GTD,Danny Formal,182,01:47.4,53:36.5,Green,Track,25.44,50.289,31.628
66,GTD,Katherine Legge,182,01:48.1,53:47.6,Green,Track,25.521,50.506,32.115
16,GTD,Dennis Olsen,180,01:50.4,54:01.5,Green,Track,26.254,51.397,32.771
19,GTD,Raffaele Giammaria,179,01:49.9,54:02.9,Green,Track,25.844,51.632,32.444
92,GTD,David Brule,176,01:58.3,54:10.3,Green,Track,26.664,55.058,36.529
023,GTD,Andrea Bertolini,180,01:49.8,54:11.4,Green,Track,26.057,51.183,32.605
96,GTD,Michael Dinan,155,01:50.1,54:16.2,Green,Track,26.017,51.183,32.886
21,GTD,Luis Perez Companc,181,02:04.5,54:18.0,Green,Pit,26.234,52.841,45.467
27,GTD,Marco Sorensen,183,01:48.3,54:23.6,Green,Track,25.799,50.938,31.549
91,GTD,Alan Metni,180,01:52.2,54:23.7,Green,Track,26.394,52.371,33.484
44,GTD,John Potter,182,01:52.1,54:24.6,Green,Track,27.353,52.638,32.085
32,GTD,Maximilian Goetz,183,01:49.5,54:24.9,Green,Track,26.371,51.083,32.08
42,GTD,Alessio Deledda,153,01:51.8,54:26.5,Green,Track,26.882,51.85,33.092
1,GTD,Bryan Sellers,182,01:49.9,54:26.6,Green,Track,25.894,51.415,32.543
77,GTD,Kevin Estre,179,01:50.0,54:31.5,Green,Track,25.734,51.332,32.935
75,GTD,Luca Stolz,183,01:47.4,54:38.4,Green,Track,25.533,50.213,31.666
78,GTD,Marco Mapelli,182,01:50.3,54:56.9,Green,Track,26.402,51.771,32.165
70,GTD,Marvin Kirchhofer,183,01:48.2,55:04.7,Green,Track,26.163,50.332,31.721
80,GTD,Harry Tincknell,176,02:09.8,55:16.3,Green,Pit,26.215,56.158,47.432
57,GTD,Russell Ward,183,01:47.7,55:16.5,Green,Track,25.524,50.325,31.874
12,GTD,Parker Thompson,183,01:47.7,55:18.5,Green,Track,25.589,50.285,31.843
93,GTD,Danny Formal,183,01:47.6,55:24.1,Green,Track,25.4,50.361,31.825
66,GTD,Katherine Legge,183,01:48.3,55:36.0,Green,Track,25.87,50.373,32.101
16,GTD,Dennis Olsen,181,01:50.0,55:51.5,Green,Track,25.94,51.417,32.68
19,GTD,Raffaele Giammaria,180,01:49.0,55:51.9,Green,Track,26.018,50.702,32.286
023,GTD,Andrea Bertolini,181,01:50.7,56:02.1,Green,Track,26.329,51.621,32.709
92,GTD,David Brule,177,01:53.6,56:03.9,Green,Track,27.075,52.992,33.56
96,GTD,Michael Dinan,156,01:49.5,56:05.6,Green,Track,25.925,51.033,32.506
27,GTD,Marco Sorensen,184,01:47.7,56:11.3,Green,Track,25.864,50.213,31.574
32,GTD,Maximilian Goetz,184,01:48.7,56:13.5,Green,Track,26.254,50.732,31.682
44,GTD,John Potter,183,01:50.3,56:14.9,Green,Track,26.816,51.396,32.106
91,GTD,Alan Metni,181,01:52.5,56:16.3,Green,Track,26.886,52.492,33.165
42,GTD,Alessio Deledda,154,01:51.1,56:17.6,Green,Track,26.312,51.679,33.121
1,GTD,Bryan Sellers,183,01:51.7,56:18.3,Green,Track,26.78,52.468,32.42
77,GTD,Kevin Estre,180,01:49.3,56:20.8,Green,Track,25.559,51.198,32.496
75,GTD,Luca Stolz,184,01:47.0,56:25.4,Green,Track,25.592,49.797,31.644
78,GTD,Marco Mapelli,183,01:48.5,56:45.5,Green,Track,25.886,50.651,32.008
70,GTD,Marvin Kirchhofer,184,01:47.6,56:52.3,Green,Track,25.767,50.18,31.649
57,GTD,Russell Ward,184,01:48.5,57:05.0,Green,Track,26.089,50.547,31.903
12,GTD,Parker Thompson,184,01:47.5,57:06.0,Green,Track,25.559,50.328,31.573
93,GTD,Danny Formal,184,01:47.3,57:11.4,Green,Track,25.517,50.1,31.652
66,GTD,Katherine Legge,184,01:49.0,57:25.0,Green,Track,25.595,50.608,32.802
21,GTD,Simon Mann,182,03:11.7,57:29.8,Green,Track,98.927,58.206,34.585
16,GTD,Dennis Olsen,182,01:49.4,57:40.9,Green,Track,25.63,51.193,32.595
19,GTD,Raffaele Giammaria,181,01:49.0,57:40.9,Green,Track,25.611,51.022,32.321
023,GTD,Andrea Bertolini,182,01:49.6,57:51.7,Green,Track,25.968,51.203,32.463
96,GTD,Michael Dinan,157,01:50.6,57:56.2,Green,Track,26.428,51.671,32.504
92,GTD,David Brule,178,01:53.9,57:57.8,Green,Track,27.579,53.167,33.124
27,GTD,Marco Sorensen,185,01:47.5,57:58.8,Green,Track,25.789,50.099,31.613
32,GTD,Maximilian Goetz,185,01:48.4,58:01.9,Green,Track,25.895,50.67,31.84
44,GTD,John Potter,184,01:48.8,58:03.8,Green,Track,26.174,50.608,32.046
42,GTD,Alessio Deledda,155,01:50.5,58:08.1,Green,Track,26.547,51.435,32.533
1,GTD,Bryan Sellers,184,01:50.0,58:08.3,Green,Track,26.262,51.221,32.546
91,GTD,Alan Metni,182,01:53.2,58:09.5,Green,Track,27.171,52.532,33.525
80,GTD,Harry Tincknell,177,02:54.3,58:10.5,Green,Track,89.001,52.319,32.948
77,GTD,Kevin Estre,181,01:49.8,58:10.6,Green,Track,25.739,51.712,32.377
75,GTD,Luca Stolz,185,01:48.8,58:14.3,Green,Track,26.045,50.329,32.465
78,GTD,Marco Mapelli,184,01:48.8,58:34.3,Green,Track,26.022,50.708,32.118
70,GTD,Marvin Kirchhofer,185,01:48.7,58:40.9,Green,Track,25.697,51.202,31.757
57,GTD,Russell Ward,185,01:47.6,58:52.7,Green,Track,25.66,50.214,31.757
12,GTD,Parker Thompson,185,01:47.9,58:53.8,Green,Track,25.509,50.355,31.997
93,GTD,Danny Formal,185,01:47.2,58:58.6,Green,Track,25.414,50.205,31.613
66,GTD,Katherine Legge,185,01:48.4,59:13.4,Green,Track,25.602,50.541,32.287
21,GTD,Simon Mann,183,01:51.7,59:21.5,Green,Track,26.623,51.807,33.265
