Car,Class,Driver,Lap,Lap Time,Session Time,Flag,Location,S01,S02,S03
16,GTD,Zacharie Robichon,58,01:47.1,54:29.9,Green,Track,25.889,49.392,31.844
28,GTD,Michael de Quesada,58,01:47.1,54:43.2,Green,Track,25.52,49.912,31.637
39,GTD,Corey Lewis,58,01:47.0,54:43.8,Green,Track,25.366,49.869,31.76
32,GTD,Mike Skeen,58,01:47.1,54:47.2,Green,Track,25.366,49.919,31.803
57,GTD,Russell Ward,58,01:47.2,54:47.8,Green,Track,25.477,49.8,31.876
19,GTD,Giacomo Altoe,58,01:47.0,54:49.4,Green,Track,25.009,50.061,31.885
71,GTD,Misha Goikhberg,58,01:49.5,54:58.2,Green,Track,25.596,51.103,32.815
70,GTD,Brendan Iribe,58,01:48.4,54:59.1,Green,Track,26.451,50.192,31.764
66,GTD,Till Bechtolsheimer,57,01:49.2,55:08.2,Green,Track,26.433,50.472,32.281
44,GTD,John Potter,58,01:49.1,55:18.4,Green,Track,26.077,50.485,32.489
99,GTD,Nick Boulle,58,01:49.1,55:19.4,Green,Track,25.876,50.641,32.582
98,GTD,Paul Dalla Lana,58,01:49.4,55:23.2,Green,Track,26.114,50.857,32.38
96,GTD,Robby Foley,58,01:48.9,55:24.0,Green,Track,26.012,50.684,32.202
27,GTD,Ian James,58,01:49.2,55:24.0,Green,Track,25.809,50.539,32.869
34,GTD,James Sofronas,58,01:48.4,55:27.5,Green,Track,25.56,50.312,32.51
21,GTD,Luis Perez Companc,58,01:50.4,55:38.1,Green,Track,26.811,51.206,32.363
42,GTD,Benja Hites,57,01:49.1,55:43.4,Green,Track,25.981,50.653,32.514
64,GTD,Hugh Plumb,58,01:48.2,55:44.5,Green,Track,25.472,50.681,32.027
59,GTD,Lance Bergstein,58,01:49.7,55:56.8,Green,Track,26.458,50.965,32.258
75,GTD,Luca Stolz,59,01:47.7,56:16.5,Green,Track,25.696,49.722,32.289
16,GTD,Zacharie Robichon,59,01:47.3,56:17.2,Green,Track,25.654,49.559,32.045
39,GTD,Corey Lewis,59,01:47.5,56:31.3,Green,Track,25.473,50.031,32.011
32,GTD,Mike Skeen,59,01:46.7,56:33.9,Green,Track,25.303,49.81,31.552
57,GTD,Russell Ward,59,01:46.7,56:34.5,Green,Track,25.409,49.71,31.624
19,GTD,Giacomo Altoe,59,01:47.2,56:36.6,Green,Track,25.142,49.856,32.163
28,GTD,Michael de Quesada,59,02:00.8,56:44.0,Green,Pit,25.814,50.067,44.885
71,GTD,Misha Goikhberg,59,01:47.8,56:46.0,Green,Track,25.369,50.114,32.281
70,GTD,Brendan Iribe,59,01:48.0,56:47.1,Green,Track,26.205,50.087,31.707
66,GTD,Till Bechtolsheimer,58,01:47.8,56:56.1,Green,Track,25.523,50.133,32.18
44,GTD,John Potter,59,01:49.0,57:07.4,Green,Track,26.219,50.405,32.365
98,GTD,Paul Dalla Lana,59,01:49.0,57:12.2,Green,Track,26.097,50.894,32.004
96,GTD,Robby Foley,59,01:48.9,57:12.8,Green,Track,25.764,51.14,31.947
27,GTD,Ian James,59,01:49.9,57:14.0,Green,Track,26.435,50.902,32.589
34,GTD,James Sofronas,59,01:48.8,57:16.3,Green,Track,25.742,50.362,32.653
99,GTD,Nick Boulle,59,02:03.1,57:22.5,Green,Pit,26.8,50.308,46.027
21,GTD,Luis Perez Companc,59,01:47.9,57:26.0,Green,Track,26.014,50.194,31.716
42,GTD,Benja Hites,58,01:49.3,57:32.7,Green,Track,26.288,50.827,32.224
64,GTD,Hugh Plumb,59,01:48.8,57:33.3,Green,Track,25.588,51.071,32.176
59,GTD,Lance Bergstein,59,01:50.0,57:46.8,Green,Track,26.632,51.17,32.203
75,GTD,Luca Stolz,60,01:46.7,58:03.2,Green,Track,25.238,49.69,31.735
16,GTD,Zacharie Robichon,60,01:46.7,58:03.9,Green,Track,25.361,49.503,31.795
57,GTD,Russell Ward,60,01:47.0,58:21.5,Green,Track,25.561,49.71,31.693
19,GTD,Giacomo Altoe,60,01:46.4,58:22.9,Green,Track,25.089,49.479,31.792
39,GTD,Corey Lewis,60,02:00.6,58:31.9,Green,Pit,25.602,50.016,44.989
71,GTD,Misha Goikhberg,60,01:47.5,58:33.5,Green,Track,25.596,49.837,32.064
32,GTD,Mike Skeen,60,02:00.1,58:34.0,Green,Pit,25.418,49.889,44.789
70,GTD,Brendan Iribe,60,01:47.1,58:34.2,Green,Track,25.568,49.646,31.867
66,GTD,Till Bechtolsheimer,59,01:47.9,58:43.9,Green,Track,25.554,50.142,32.156
44,GTD,John Potter,60,01:50.3,58:57.7,Green,Track,26.526,50.753,33.058
98,GTD,Paul Dalla Lana,60,01:49.1,59:01.3,Green,Track,26.133,50.783,32.191
96,GTD,Robby Foley,60,01:48.9,59:01.8,Green,Track,26.087,50.681,32.156
27,GTD,Ian James,60,01:49.8,59:03.7,Green,Track,26.071,50.807,32.899
34,GTD,James Sofronas,60,02:02.5,59:18.8,Green,Pit,25.683,50.255,46.545
64,GTD,Hugh Plumb,60,01:48.0,59:21.3,Green,Track,26.139,49.817,32.062
42,GTD,Benja Hites,59,01:49.3,59:22.0,Green,Track,25.809,50.841,32.648
21,GTD,Luis Perez Companc,60,02:02.5,59:28.5,Green,Pit,25.886,50.462,46.109
59,GTD,Lance Bergstein,60,01:51.5,59:38.3,Green,Track,27.147,51.893,32.446
28,GTD,Michael de Quesada,60,03:18.2,00:02.2,Green,Track,109.592,54.856,33.741
75,GTD,Luca Stolz,61,02:00.3,00:03.5,Green,Pit,25.349,49.634,45.355
16,GTD,Zacharie Robichon,61,02:00.0,00:03.9,Green,Pit,25.182,49.451,45.387
57,GTD,Russell Ward,61,01:48.0,00:09.5,Green,Track,25.836,50.294,31.878
71,GTD,Misha Goikhberg,61,01:47.4,00:20.9,Green,Track,25.441,49.961,32.04
19,GTD,Giacomo Altoe,61,02:00.2,00:23.1,Green,Pit,25.203,49.75,45.204
66,GTD,Till Bechtolsheimer,60,01:48.4,00:32.3,Green,Track,26.202,50.075,32.087
70,GTD,Brendan Iribe,61,02:00.6,00:34.7,Green,Pit,25.751,49.898,44.92
99,GTD,Stefan Wilson,60,03:14.7,00:37.2,Green,Track,104.699,56.077,33.965
96,GTD,Robby Foley,61,01:49.0,00:50.7,Green,Track,26.287,50.629,32.066
27,GTD,Ian James,61,01:48.7,00:52.4,Green,Track,25.93,50.693,32.075
44,GTD,John Potter,61,02:04.2,01:02.0,Green,Pit,26.775,50.901,46.565
98,GTD,Paul Dalla Lana,61,02:02.2,01:03.5,Green,Pit,25.958,50.948,45.283
64,GTD,Hugh Plumb,61,01:47.3,01:08.6,Green,Track,25.412,49.506,32.379
42,GTD,Benja Hites,60,01:48.9,01:10.9,Green,Track,26.099,50.444,32.345
32,GTD,Stevan McAleer,61,03:01.5,01:35.4,Green,Track,96.669,52.041,32.756
39,GTD,Sandy Mitchell,61,03:06.0,01:37.9,Green,Track,98.076,54.442,33.478
59,GTD,Lance Bergstein,61,02:06.6,01:44.9,Green,Pit,27.128,52.541,46.96
28,GTD,Michael de Quesada,61,01:48.9,01:51.1,Green,Track,26.161,50.494,32.213
57,GTD,Russell Ward,62,02:00.6,02:10.0,Green,Pit,25.961,50.031,44.563
66,GTD,Till Bechtolsheimer,61,01:48.3,02:20.5,Green,Track,25.614,50.211,32.443
71,GTD,Misha Goikhberg,62,02:01.4,02:22.4,Green,Pit,25.675,49.927,45.814
99,GTD,Stefan Wilson,61,01:51.9,02:29.2,Green,Track,26.423,53.047,32.476
21,GTD,Toni Vilander,61,03:10.6,02:39.1,Green,Track,102.731,54.665,33.201
96,GTD,Robby Foley,62,01:48.6,02:39.3,Green,Track,25.872,50.796,31.898
34,GTD,Kyle Washington,61,03:24.1,02:42.8,Green,Track,117.276,53.108,33.696
64,GTD,Hugh Plumb,62,01:51.3,03:00.0,Green,Track,26.015,52.874,32.456
42,GTD,Benja Hites,61,01:50.5,03:01.4,Green,Track,25.771,51.667,33.089
16,GTD,Ryan Hardwick,62,03:20.7,03:24.5,Green,Track,103.091,63.113,34.448
75,GTD,Kenny Habul,62,03:21.2,03:24.7,Green,Track,110.852,56.922,33.392
32,GTD,Stevan McAleer,62,01:49.2,03:24.7,Green,Track,25.779,50.738,32.718
39,GTD,Sandy Mitchell,62,01:49.6,03:27.5,Green,Track,26.64,50.562,32.351
28,GTD,Michael de Quesada,62,01:47.8,03:38.8,Green,Track,25.446,49.727,32.609
19,GTD,John Megrue,62,03:16.0,03:39.1,Green,Track,102.611,58.454,34.901
27,GTD,Ian James,62,02:49.6,03:42.0,Green,Pit,25.977,50.645,92.933
66,GTD,Till Bechtolsheimer,62,01:50.9,04:11.4,Green,Track,26.15,51.894,32.837
44,GTD,Spencer Pumpelly,62,03:10.8,04:12.8,Green,Track,101.925,55.05,33.809
98,GTD,Paul Dalla Lana,62,03:12.1,04:15.6,Green,Track,101.906,56.703,33.486
99,GTD,Stefan Wilson,62,01:48.9,04:18.0,Green,Track,25.923,50.625,32.302
70,GTD,Brendan Iribe,62,03:47.3,04:22.0,Green,Track,134.921,58.873,33.489
21,GTD,Toni Vilander,62,01:47.9,04:27.0,Green,Track,25.742,50.054,32.123
34,GTD,Kyle Washington,62,01:52.3,04:35.2,Green,Track,26.329,52.605,33.377
96,GTD,Robby Foley,63,02:01.6,04:40.9,Green,Pit,25.951,50.436,45.207
59,GTD,Paul Holton,62,03:02.5,04:47.5,Green,Track,96.477,53.38,32.651
42,GTD,Benja Hites,62,01:49.8,04:51.2,Green,Track,26.23,50.826,32.756
64,GTD,Hugh Plumb,63,02:02.6,05:02.6,Green,Pit,25.924,49.825,46.818
57,GTD,Mikael Grenier,63,03:04.2,05:14.3,Green,Track,97.024,54.229,32.977
75,GTD,Kenny Habul,63,01:49.8,05:14.5,Green,Track,26.257,50.751,32.822
32,GTD,Stevan McAleer,63,01:50.0,05:14.6,Green,Track,26.424,50.933,32.605
39,GTD,Sandy Mitchell,63,01:47.6,05:15.1,Green,Track,25.358,50.39,31.88
16,GTD,Ryan Hardwick,63,01:52.2,05:16.8,Green,Track,27.349,52.168,32.718
28,GTD,Michael de Quesada,63,01:46.8,05:25.7,Green,Track,25.432,49.833,31.547
19,GTD,John Megrue,63,01:52.7,05:31.7,Green,Track,27.204,52.525,32.947
71,GTD,Mateo Llarena,63,03:16.5,05:38.9,Green,Track,106.937,55.705,33.862
66,GTD,Till Bechtolsheimer,63,01:48.3,05:59.7,Green,Track,25.561,50.752,31.99
27,GTD,Roman De Angelis,63,02:19.7,06:01.7,Green,Track,51.535,54.795,33.346
44,GTD,Spencer Pumpelly,63,01:49.1,06:01.9,Green,Track,26.055,51.012,32.073
98,GTD,Paul Dalla Lana,63,01:51.8,06:07.3,Green,Track,26.74,51.892,33.138
99,GTD,Stefan Wilson,63,01:49.4,06:07.5,Green,Track,25.511,51.065,32.845
70,GTD,Brendan Iribe,63,01:50.8,06:12.8,Green,Track,26.091,51.328,33.364
21,GTD,Toni Vilander,63,01:46.2,06:13.2,Green,Track,25.041,49.461,31.711
34,GTD,Kyle Washington,63,01:53.0,06:28.2,Green,Track,26.709,52.868,33.448
59,GTD,Paul Holton,63,01:48.8,06:36.2,Green,Track,26.013,50.403,32.362
42,GTD,Benja Hites,63,01:48.4,06:39.7,Green,Track,26.308,50.019,32.086
57,GTD,Mikael Grenier,64,01:48.4,07:02.7,Green,Track,25.909,50.319,32.212
32,GTD,Stevan McAleer,64,01:48.3,07:02.9,Green,Track,25.931,50.393,31.98
39,GTD,Sandy Mitchell,64,01:48.0,07:03.2,Green,Track,25.605,50.284,32.154
75,GTD,Kenny Habul,64,01:49.5,07:04.0,Green,Track,26.91,50.335,32.286
16,GTD,Ryan Hardwick,64,01:47.8,07:04.5,Green,Track,25.635,49.928,32.19
28,GTD,Michael de Quesada,64,01:46.1,07:11.8,Green,Track,25.116,49.425,31.555
19,GTD,John Megrue,64,01:49.6,07:21.4,Green,Track,26.07,51.028,32.536
71,GTD,Mateo Llarena,64,01:52.4,07:31.2,Green,Track,27.856,51.499,33.03
96,GTD,Michael Dinan,64,03:05.1,07:46.0,Green,Track,96.024,55.184,33.915
66,GTD,Till Bechtolsheimer,64,01:48.1,07:47.8,Green,Track,25.681,50.272,32.124
27,GTD,Roman De Angelis,64,01:49.2,07:50.9,Green,Track,26.152,50.77,32.303
44,GTD,Spencer Pumpelly,64,01:49.5,07:51.4,Green,Track,26.73,50.305,32.445
99,GTD,Stefan Wilson,64,01:48.4,07:55.8,Green,Track,26.124,50.133,32.135
98,GTD,Paul Dalla Lana,64,01:49.6,07:56.9,Green,Track,26.306,51.16,32.159
21,GTD,Toni Vilander,64,01:47.0,08:00.2,Green,Track,25.298,49.777,31.88
70,GTD,Brendan Iribe,64,01:49.1,08:01.9,Green,Track,26.837,50.178,32.134
34,GTD,Kyle Washington,64,01:50.8,08:19.0,Green,Track,26.224,51.698,32.907
59,GTD,Paul Holton,64,01:48.0,08:24.2,Green,Track,26.065,50.071,31.841
64,GTD,Ted Giovanis,64,03:24.4,08:27.0,Green,Track,113.83,56.463,34.154
42,GTD,Benja Hites,64,01:49.4,08:29.0,Green,Track,25.649,51.133,32.598
57,GTD,Mikael Grenier,65,01:47.2,08:49.9,Green,Track,25.445,49.701,32.056
39,GTD,Sandy Mitchell,65,01:47.2,08:50.3,Green,Track,25.452,49.894,31.82
32,GTD,Stevan McAleer,65,01:48.6,08:51.6,Green,Track,26.128,50.478,31.999
75,GTD,Kenny Habul,65,01:47.7,08:51.7,Green,Track,25.556,50.257,31.905
16,GTD,Ryan Hardwick,65,01:48.4,08:52.9,Green,Track,25.867,50.129,32.396
28,GTD,Michael de Quesada,65,01:47.3,08:59.1,Green,Track,25.406,50.335,31.57
19,GTD,John Megrue,65,01:50.4,09:11.8,Green,Track,26.155,51.882,32.349
71,GTD,Mateo Llarena,65,01:49.7,09:21.0,Green,Track,26.307,50.808,32.625
66,GTD,Till Bechtolsheimer,65,01:48.2,09:36.0,Green,Track,25.672,50.031,32.478
96,GTD,Michael Dinan,65,01:51.1,09:37.1,Green,Track,26.378,51.051,33.68
27,GTD,Roman De Angelis,65,01:48.4,09:39.2,Green,Track,25.813,50.415,32.128
44,GTD,Spencer Pumpelly,65,01:48.2,09:39.5,Green,Track,25.854,50.414,31.882
99,GTD,Stefan Wilson,65,01:47.6,09:43.5,Green,Track,25.625,49.94,32.043
98,GTD,Paul Dalla Lana,65,01:49.1,09:46.1,Green,Track,25.923,50.977,32.239
21,GTD,Toni Vilander,65,01:46.9,09:47.0,Green,Track,25.644,49.408,31.806
70,GTD,Brendan Iribe,65,01:48.2,09:50.1,Green,Track,25.721,50.214,32.25
34,GTD,Kyle Washington,65,01:51.0,10:10.0,Green,Track,26.769,51.229,32.968
59,GTD,Paul Holton,65,01:46.9,10:11.1,Green,Track,25.449,49.729,31.711
42,GTD,Benja Hites,65,01:49.6,10:18.6,Green,Track,26.765,50.506,32.322
64,GTD,Ted Giovanis,65,01:56.1,10:23.1,Green,Track,28.359,53.476,34.294
57,GTD,Mikael Grenier,66,01:47.1,10:37.0,Green,Track,25.523,49.588,32.02
39,GTD,Sandy Mitchell,66,01:47.1,10:37.4,Green,Track,25.547,49.663,31.859
75,GTD,Kenny Habul,66,01:48.6,10:40.4,Green,Track,26.024,50.284,32.329
32,GTD,Stevan McAleer,66,01:49.1,10:40.7,Green,Track,25.994,50.601,32.533
16,GTD,Ryan Hardwick,66,01:47.9,10:40.8,Green,Track,25.513,49.998,32.404
28,GTD,Michael de Quesada,66,01:46.8,10:45.8,Green,Track,25.214,49.799,31.739
71,GTD,Mateo Llarena,66,01:49.3,11:10.3,Green,Track,25.695,50.553,33.059
19,GTD,John Megrue,66,02:09.0,11:20.8,Green,Track,26.17,50.566,52.282
66,GTD,Till Bechtolsheimer,66,01:48.6,11:24.5,Green,Track,25.789,50.459,32.314
96,GTD,Michael Dinan,66,01:48.8,11:25.9,Green,Track,25.988,50.661,32.146
27,GTD,Roman De Angelis,66,01:47.7,11:27.0,Green,Track,25.502,50.099,32.132
44,GTD,Spencer Pumpelly,66,01:48.3,11:27.9,Green,Track,25.621,50.1,32.6
99,GTD,Stefan Wilson,66,01:48.4,11:31.8,Green,Track,25.643,50.348,32.367
21,GTD,Toni Vilander,66,01:46.6,11:33.6,Green,Track,25.036,49.784,31.776
98,GTD,Paul Dalla Lana,66,01:48.6,11:34.7,Green,Track,25.788,50.757,32.086
70,GTD,Brendan Iribe,66,01:48.1,11:38.3,Green,Track,25.546,50.213,32.389
59,GTD,Paul Holton,66,01:47.6,11:58.7,Green,Track,25.78,50.241,31.596
34,GTD,Kyle Washington,66,01:51.9,12:01.9,Green,Track,26.688,51.956,33.242
42,GTD,Benja Hites,66,01:49.1,12:07.7,Green,Track,25.683,50.874,32.494
64,GTD,Ted Giovanis,66,01:53.9,12:17.0,Green,Track,27.571,52.744,33.58
57,GTD,Mikael Grenier,67,01:46.6,12:23.6,Green,Track,25.182,49.452,31.943
39,GTD,Sandy Mitchell,67,01:46.5,12:23.9,Green,Track,25.219,49.575,31.755
75,GTD,Kenny Habul,67,01:46.9,12:27.2,Green,Track,25.31,49.69,31.874
32,GTD,Stevan McAleer,67,01:48.4,12:29.1,Green,Track,25.893,50.405,32.115
16,GTD,Ryan Hardwick,67,01:49.9,12:30.7,Green,Track,26.035,51.371,32.479
28,GTD,Michael de Quesada,67,01:47.0,12:32.9,Green,Track,25.299,50.061,31.689
71,GTD,Mateo Llarena,67,01:48.7,12:59.0,Green,Track,25.755,50.244,32.718
19,GTD,John Megrue,67,01:49.8,13:10.6,Green,Track,26.292,50.968,32.559
66,GTD,Till Bechtolsheimer,67,01:47.9,13:12.5,Green,Track,25.579,50.216,32.136
96,GTD,Michael Dinan,67,01:48.7,13:14.6,Green,Track,25.832,50.737,32.085
27,GTD,Roman De Angelis,67,01:47.7,13:14.7,Green,Track,25.7,50.107,31.901
44,GTD,Spencer Pumpelly,67,01:47.1,13:15.0,Green,Track,25.462,49.859,31.801
99,GTD,Stefan Wilson,67,01:48.4,13:20.2,Green,Track,26.197,50.1,32.117
21,GTD,Toni Vilander,67,01:46.8,13:20.4,Green,Track,25.07,49.661,32.039
98,GTD,Paul Dalla Lana,67,01:48.1,13:22.8,Green,Track,25.929,50.295,31.904
70,GTD,Brendan Iribe,67,01:47.9,13:26.2,Green,Track,25.817,50.095,32.017
59,GTD,Paul Holton,67,01:47.6,13:46.3,Green,Track,25.538,50.167,31.865
34,GTD,Kyle Washington,67,01:53.7,13:55.5,Green,Track,29.03,51.047,33.575
42,GTD,Benja Hites,67,01:48.3,13:56.0,Green,Track,25.5,50.366,32.452
64,GTD,Ted Giovanis,67,01:54.7,14:11.7,Green,Track,27.484,52.936,34.244
39,GTD,Sandy Mitchell,68,01:48.4,14:12.3,Green,Track,25.368,49.698,33.307
57,GTD,Mikael Grenier,68,01:48.7,14:12.3,Green,Track,25.19,49.755,33.761
75,GTD,Kenny Habul,68,01:47.3,14:14.5,Green,Track,25.478,49.894,31.923
32,GTD,Stevan McAleer,68,01:48.2,14:17.3,Green,Track,25.828,50.351,32.018
16,GTD,Ryan Hardwick,68,01:48.0,14:18.7,Green,Track,25.567,49.815,32.616
28,GTD,Michael de Quesada,68,01:47.0,14:19.8,Green,Track,25.505,49.78,31.689
71,GTD,Mateo Llarena,68,01:48.1,14:47.2,Green,Track,25.586,50.111,32.449
19,GTD,John Megrue,68,01:49.7,15:00.3,Green,Track,25.842,51.028,32.783
66,GTD,Till Bechtolsheimer,68,01:48.1,15:00.6,Green,Track,25.51,50.323,32.308
27,GTD,Roman De Angelis,68,01:48.5,15:03.1,Green,Track,25.9,50.525,32.033
44,GTD,Spencer Pumpelly,68,01:49.5,15:04.5,Green,Track,26.37,50.784,32.318
96,GTD,Michael Dinan,68,01:50.0,15:04.6,Green,Track,25.893,51.316,32.768
21,GTD,Toni Vilander,68,01:47.5,15:07.9,Green,Track,26.069,49.454,31.961
99,GTD,Stefan Wilson,68,01:49.7,15:10.0,Green,Track,26.818,50.643,32.282
98,GTD,Paul Dalla Lana,68,01:48.1,15:11.0,Green,Track,25.844,50.293,31.98
70,GTD,Brendan Iribe,68,01:47.8,15:14.0,Green,Track,25.938,49.938,31.885
59,GTD,Paul Holton,68,01:47.3,15:33.6,Green,Track,25.718,49.818,31.766
42,GTD,Benja Hites,68,01:49.4,15:45.4,Green,Track,26.069,50.961,32.41
34,GTD,Kyle Washington,68,01:50.7,15:46.2,Green,Track,26.379,51.399,32.919
39,GTD,Sandy Mitchell,69,01:47.6,15:59.9,Green,Track,25.888,49.753,31.942
57,GTD,Mikael Grenier,69,01:48.1,16:00.4,Green,Track,26.089,50.05,31.937
75,GTD,Kenny Habul,69,01:47.4,16:01.9,Green,Track,25.386,49.929,32.069
32,GTD,Stevan McAleer,69,01:49.4,16:06.7,Green,Track,25.685,50.315,33.4
16,GTD,Ryan Hardwick,69,01:48.1,16:06.8,Green,Track,25.672,49.769,32.618
28,GTD,Michael de Quesada,69,01:47.0,16:06.8,Green,Track,25.33,49.636,31.992
64,GTD,Ted Giovanis,68,01:55.3,16:07.0,Green,Track,28.867,52.321,34.077
71,GTD,Mateo Llarena,69,01:47.9,16:35.1,Green,Track,25.587,50.1,32.231
19,GTD,John Megrue,69,01:49.1,16:49.4,Green,Track,26.111,50.605,32.381
66,GTD,Till Bechtolsheimer,69,01:48.8,16:49.5,Green,Track,26.333,50.441,32.069
27,GTD,Roman De Angelis,69,01:49.1,16:52.2,Green,Track,26.022,50.928,32.162
44,GTD,Spencer Pumpelly,69,01:47.9,16:52.4,Green,Track,25.338,50.545,32.024
96,GTD,Michael Dinan,69,01:48.7,16:53.3,Green,Track,26.399,50.482,31.841
21,GTD,Toni Vilander,69,01:46.3,16:54.2,Green,Track,25.181,49.533,31.631
99,GTD,Stefan Wilson,69,01:47.7,16:57.7,Green,Track,25.562,50.176,32
98,GTD,Paul Dalla Lana,69,01:47.7,16:58.6,Green,Track,25.557,50.334,31.767
70,GTD,Brendan Iribe,69,01:48.4,17:02.3,Green,Track,26.194,50.339,31.837
59,GTD,Paul Holton,69,01:46.5,17:20.1,Green,Track,25.333,49.671,31.506
42,GTD,Benja Hites,69,01:47.7,17:33.2,Green,Track,25.404,50.131,32.198
34,GTD,Kyle Washington,69,01:50.3,17:36.5,Green,Track,26.364,50.995,32.921
39,GTD,Sandy Mitchell,70,01:46.7,17:46.6,Green,Track,25.309,49.662,31.715
57,GTD,Mikael Grenier,70,01:46.7,17:47.1,Green,Track,25.181,49.667,31.884
75,GTD,Kenny Habul,70,01:47.0,17:48.9,Green,Track,25.409,49.975,31.619
28,GTD,Michael de Quesada,70,01:47.1,17:53.9,Green,Track,25.375,50.122,31.609
32,GTD,Stevan McAleer,70,01:48.8,17:55.5,Green,Track,26.132,50.426,32.238
16,GTD,Ryan Hardwick,70,01:49.4,17:56.1,Green,Track,27.052,50.049,32.264
64,GTD,Ted Giovanis,69,01:54.2,18:01.2,Green,Track,28.289,52.121,33.799
71,GTD,Mateo Llarena,70,01:47.7,18:22.8,Green,Track,25.361,49.974,32.4
66,GTD,Till Bechtolsheimer,70,01:49.5,18:38.9,Green,Track,26.105,50.761,32.628
19,GTD,John Megrue,70,01:49.7,18:39.0,Green,Track,26.102,50.637,32.914
27,GTD,Roman De Angelis,70,01:48.5,18:40.8,Green,Track,25.964,50.717,31.833
44,GTD,Spencer Pumpelly,70,01:48.6,18:41.0,Green,Track,25.893,50.927,31.794
21,GTD,Toni Vilander,70,01:47.2,18:41.4,Green,Track,25.189,50.066,31.896
96,GTD,Michael Dinan,70,01:50.0,18:43.3,Green,Track,26.168,51.512,32.284
99,GTD,Stefan Wilson,70,01:48.4,18:46.1,Green,Track,25.797,50.323,32.276
98,GTD,Paul Dalla Lana,70,01:48.1,18:46.7,Green,Track,25.891,50.298,31.874
70,GTD,Brendan Iribe,70,01:48.7,18:51.1,Green,Track,25.884,50.935,31.911
59,GTD,Paul Holton,70,01:46.7,19:06.8,Green,Track,25.33,49.666,31.661
42,GTD,Benja Hites,70,01:47.8,19:21.0,Green,Track,25.477,50.159,32.209
34,GTD,Kyle Washington,70,01:53.1,19:29.6,Green,Track,26.18,51.069,35.86
39,GTD,Sandy Mitchell,71,01:46.5,19:33.1,Green,Track,25.267,49.549,31.69
57,GTD,Mikael Grenier,71,01:46.7,19:33.8,Green,Track,25.178,49.514,31.983
75,GTD,Kenny Habul,71,01:47.0,19:35.9,Green,Track,25.288,49.909,31.79
28,GTD,Michael de Quesada,71,01:46.7,19:40.6,Green,Track,25.316,49.614,31.739
32,GTD,Stevan McAleer,71,01:47.7,19:43.2,Green,Track,25.558,50.258,31.919
16,GTD,Ryan Hardwick,71,01:47.5,19:43.6,Green,Track,25.553,49.84,32.095
64,GTD,Ted Giovanis,70,01:55.1,19:56.3,Green,Track,27.525,53.102,34.461
71,GTD,Mateo Llarena,71,01:48.2,20:11.0,Green,Track,25.99,49.974,32.202
66,GTD,Till Bechtolsheimer,71,01:48.5,20:27.4,Green,Track,25.95,50.315,32.194
19,GTD,John Megrue,71,01:49.7,20:28.7,Green,Track,26.734,50.452,32.483
27,GTD,Roman De Angelis,71,01:48.0,20:28.7,Green,Track,25.541,50.124,32.299
44,GTD,Spencer Pumpelly,71,01:47.9,20:28.9,Green,Track,25.497,50.574,31.853
21,GTD,Toni Vilander,71,01:48.3,20:29.6,Green,Track,25.595,50.649,32.025
96,GTD,Michael Dinan,71,01:47.9,20:31.1,Green,Track,25.807,50.284,31.782
99,GTD,Stefan Wilson,71,01:48.2,20:34.4,Green,Track,26.124,50.162,31.964
98,GTD,Paul Dalla Lana,71,01:48.9,20:35.6,Green,Track,26.156,50.408,32.342
70,GTD,Brendan Iribe,71,01:47.3,20:38.4,Green,Track,25.591,49.918,31.796
59,GTD,Paul Holton,71,01:46.8,20:53.6,Green,Track,25.495,49.826,31.504
42,GTD,Benja Hites,71,01:47.5,21:08.5,Green,Track,25.368,50.088,32.045
34,GTD,Kyle Washington,71,01:49.7,21:19.3,Green,Track,26.331,50.839,32.542
39,GTD,Sandy Mitchell,72,01:46.3,21:19.4,Green,Track,25.21,49.433,31.706
57,GTD,Mikael Grenier,72,01:46.1,21:19.9,Green,Track,25.099,49.26,31.733
75,GTD,Kenny Habul,72,01:46.6,21:22.5,Green,Track,25.358,49.688,31.584
28,GTD,Michael de Quesada,72,01:46.9,21:27.5,Green,Track,25.31,50.007,31.62
32,GTD,Stevan McAleer,72,01:48.9,21:32.1,Green,Track,26.078,50.904,31.899
16,GTD,Ryan Hardwick,72,01:49.5,21:33.1,Green,Track,26.613,50.702,32.155
64,GTD,Ted Giovanis,71,01:53.9,21:50.2,Green,Track,27.02,53.4,33.508
71,GTD,Mateo Llarena,72,01:47.5,21:58.4,Green,Track,25.374,49.951,32.142
66,GTD,Till Bechtolsheimer,72,01:47.2,22:14.7,Green,Track,25.55,49.77,31.925
19,GTD,John Megrue,72,01:48.4,22:17.1,Green,Track,26.046,50.265,32.129
27,GTD,Roman De Angelis,72,01:48.5,22:17.2,Green,Track,26.221,50.176,32.105
44,GTD,Spencer Pumpelly,72,01:48.5,22:17.4,Green,Track,26.441,50.143,31.899
21,GTD,Toni Vilander,72,01:48.2,22:17.8,Green,Track,25.699,50.758,31.721
96,GTD,Michael Dinan,72,01:47.4,22:18.5,Green,Track,25.631,50.137,31.64
99,GTD,Stefan Wilson,72,01:48.4,22:22.8,Green,Track,26.155,50.382,31.886
98,GTD,Paul Dalla Lana,72,01:48.1,22:23.7,Green,Track,25.793,50.556,31.793
70,GTD,Brendan Iribe,72,01:47.8,22:26.1,Green,Track,26.133,49.918,31.72
59,GTD,Paul Holton,72,01:47.0,22:40.6,Green,Track,25.708,49.737,31.557
